2014-04-18,116_521_40.74177603_-74.00149746_40.75044999_-73.99481051_14	
2014-04-18,435_509_40.74173969_-73.99415556_40.7454973_-74.00197139_12	
2014-04-18,300_432_40.728145_-73.990214_40.72621788_-73.98379855_-10	
2014-04-18,518_528_40.74780373_-73.9734419_40.74290902_-73.97706058_8	
2014-04-18,232_387_40.69597683_-73.99014892_40.71273266_-74.0046073_-8	
2014-04-19,281_457_40.7643971_-73.97371465_40.76695317_-73.98169333_15	
2014-04-19,151_387_40.7218158_-73.99720307_40.71273266_-74.0046073_-15	
2014-04-19,144_539_40.69839895_-73.98068914_40.71534825_-73.96024116_-13	
2014-04-19,426_2008_40.71754834_-74.01322069_40.70569254_-74.01677685_12	
2014-04-19,387_426_40.71273266_-74.0046073_40.71754834_-74.01322069_-10	
2014-04-20,281_499_40.7643971_-73.97371465_40.76915505_-73.98191841_14	
2014-04-20,499_2006_40.76915505_-73.98191841_40.76590936_-73.97634151_-10	
2014-04-20,380_514_40.73401143_-74.00293877_40.76087502_-74.00277668_8	
2014-04-20,426_514_40.71754834_-74.01322069_40.76087502_-74.00277668_-8	
2014-04-20,281_457_40.7643971_-73.97371465_40.76695317_-73.98169333_8	
2014-04-21,281_2006_40.7643971_-73.97371465_40.76590936_-73.97634151_12	
2014-04-21,402_497_40.7403432_-73.98955109_40.73704984_-73.99009296_11	
2014-04-21,498_519_40.74854862_-73.98808416_40.752416_-73.97837_-11	
2014-04-21,151_293_40.7218158_-73.99720307_40.73028666_-73.9907647_10	
2014-04-21,173_457_40.76064679_-73.98442659_40.76695317_-73.98169333_-10	
2014-04-22,499_2006_40.76915505_-73.98191841_40.76590936_-73.97634151_-11	
2014-04-22,318_477_40.75320159_-73.9779874_40.75640548_-73.9900262_10	
2014-04-22,486_497_40.7462009_-73.98855723_40.73704984_-73.99009296_10	
2014-04-22,254_435_40.73532427_-73.99800419_40.74173969_-73.99415556_9	
2014-04-22,173_468_40.76064679_-73.98442659_40.7652654_-73.98192338_-9	
2014-04-23,453_462_40.74475148_-73.99915362_40.74691959_-74.00451887_-13	
2014-04-23,294_483_40.73049393_-73.9957214_40.73223272_-73.98889957_12	
2014-04-23,318_477_40.75320159_-73.9779874_40.75640548_-73.9900262_12	
2014-04-23,281_2006_40.7643971_-73.97371465_40.76590936_-73.97634151_12	
2014-04-23,258_324_40.68940747_-73.96885458_40.689888_-73.981013_11	
2014-04-24,294_382_40.73049393_-73.9957214_40.73492695_-73.99200509_16	
2014-04-24,217_387_40.70277159_-73.99383605_40.71273266_-74.0046073_14	
2014-04-24,281_499_40.7643971_-73.97371465_40.76915505_-73.98191841_13	
2014-04-24,492_517_40.75019995_-73.99093085_40.752141_-73.979782_-10	
2014-04-24,488_512_40.75645824_-73.99372222_40.7500727_-73.99839279_9	
2014-04-25,359_477_40.75510267_-73.97498696_40.75640548_-73.9900262_13	
2014-04-25,444_497_40.7423543_-73.98915076_40.73704984_-73.99009296_12	
2014-04-25,318_477_40.75320159_-73.9779874_40.75640548_-73.9900262_10	
2014-04-25,294_382_40.73049393_-73.9957214_40.73492695_-73.99200509_10	
2014-04-25,217_387_40.70277159_-73.99383605_40.71273266_-74.0046073_10	
2014-04-26,358_3002_40.73291553_-74.00711384_40.711512_-74.015756_13	
2014-04-26,435_462_40.74173969_-73.99415556_40.74691959_-74.00451887_11	
2014-04-26,363_426_40.70834698_-74.01713445_40.71754834_-74.01322069_11	
2014-04-26,217_398_40.70277159_-73.99383605_40.69165183_-73.9999786_-10	
2014-04-26,347_426_40.72873888_-74.00748842_40.71754834_-74.01322069_-10	
2014-04-27,259_2009_40.70122128_-74.01234218_40.71117444_-73.99682619_12	
2014-04-27,426_514_40.71754834_-74.01322069_40.76087502_-74.00277668_-12	
2014-04-27,351_427_40.70530954_-74.00612572_40.70251526_-74.01427023_11	
2014-04-27,157_217_40.69089272_-73.99612349_40.70277159_-73.99383605_-10	
2014-04-27,426_2008_40.71754834_-74.01322069_40.70569254_-74.01677685_9	
2014-04-28,318_477_40.75320159_-73.9779874_40.75640548_-73.9900262_15	
2014-04-28,435_509_40.74173969_-73.99415556_40.7454973_-74.00197139_10	
2014-04-28,318_468_40.75320159_-73.9779874_40.7652654_-73.98192338_-10	
2014-04-28,173_468_40.76064679_-73.98442659_40.7652654_-73.98192338_-10	
2014-04-28,300_432_40.728145_-73.990214_40.72621788_-73.98379855_-10	
2014-04-29,491_519_40.74096374_-73.98602213_40.752416_-73.97837_-11	
2014-04-29,500_521_40.76228826_-73.98336183_40.75044999_-73.99481051_-9	
2014-04-29,352_529_40.76340613_-73.97722479_40.7575699_-73.99098507_-9	
2014-04-29,379_497_40.749156_-73.9916_40.73704984_-73.99009296_9	
2014-04-29,318_477_40.75320159_-73.9779874_40.75640548_-73.9900262_9	
2014-04-30,455_492_40.75001986_-73.96905301_40.75019995_-73.99093085_-6	
2014-04-30,229_301_40.72743423_-73.99379025_40.72217444_-73.98368779_-5	
2014-04-30,492_536_40.75019995_-73.99093085_40.74144387_-73.97536082_-4	
2014-04-30,379_402_40.749156_-73.9916_40.7403432_-73.98955109_4	
2014-04-30,239_366_40.69196566_-73.9813018_40.693261_-73.968896_-4
